Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,Pattern_ID,Timing_ns,Temperature_C
1060,LOT_ATPG10,W01,D0006,0.84,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.497,25
1061,LOT_ATPG10,W01,D0006,0.88,0.8,PASS,NA,PAT_SCAN_008,1.254,25
1062,LOT_ATPG10,W01,D0006,0.88,0.86,PASS,NA,PAT_SCAN_004,1.13,25
1063,LOT_ATPG10,W01,D0006,0.88,0.93,PASS,NA,PAT_SCAN_002,1.105,25
1064,LOT_ATPG10,W01,D0006,0.88,0.99,PASS,NA,PAT_SCAN_004,1.006,25
1065,LOT_ATPG10,W01,D0006,0.88,1.05,PASS,NA,PAT_SCAN_002,0.926,25
1066,LOT_ATPG10,W01,D0006,0.88,1.12,PASS,NA,PAT_SCAN_010,0.928,25
1067,LOT_ATPG10,W01,D0006,0.88,1.18,PASS,NA,PAT_SCAN_002,0.832,25
1068,LOT_ATPG10,W01,D0006,0.88,1.24,PASS,NA,PAT_SCAN_006,0.788,25
1069,LOT_ATPG10,W01,D0006,0.88,1.31,PASS,NA,PAT_SCAN_009,0.776,25
1070,LOT_ATPG10,W01,D0006,0.88,1.37,PASS,NA,PAT_SCAN_002,0.701,25
1071,LOT_ATPG10,W01,D0006,0.88,1.43,PASS,NA,PAT_SCAN_002,0.685,25
1072,LOT_ATPG10,W01,D0006,0.88,1.49,PASS,NA,PAT_SCAN_006,0.671,25
1073,LOT_ATPG10,W01,D0006,0.88,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.633,25
1074,LOT_ATPG10,W01,D0006,0.88,1.62,FAIL,TIMING,PAT_SCAN_007,0.579,25
1075,LOT_ATPG10,W01,D0006,0.88,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.592,25
1076,LOT_ATPG10,W01,D0006,0.88,1.75,FAIL,TIMING,PAT_SCAN_007,0.568,25
1077,LOT_ATPG10,W01,D0006,0.88,1.81,FAIL,TIMING,PAT_SCAN_007,0.547,25
1078,LOT_ATPG10,W01,D0006,0.88,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.516,25
1079,LOT_ATPG10,W01,D0006,0.88,1.94,FAIL,TIMING,PAT_SCAN_003,0.497,25
1080,LOT_ATPG10,W01,D0006,0.88,2.0,FAIL,TIMING,PAT_SCAN_003,0.511,25
1081,LOT_ATPG10,W01,D0006,0.93,0.8,PASS,NA,PAT_SCAN_005,1.274,25
1082,LOT_ATPG10,W01,D0006,0.93,0.86,PASS,NA,PAT_SCAN_008,1.155,25
1083,LOT_ATPG10,W01,D0006,0.93,0.93,PASS,NA,PAT_SCAN_008,1.092,25
1084,LOT_ATPG10,W01,D0006,0.93,0.99,PASS,NA,PAT_SCAN_007,0.982,25
1085,LOT_ATPG10,W01,D0006,0.93,1.05,PASS,NA,PAT_SCAN_003,0.952,25
1086,LOT_ATPG10,W01,D0006,0.93,1.12,PASS,NA,PAT_SCAN_009,0.918,25
1087,LOT_ATPG10,W01,D0006,0.93,1.18,PASS,NA,PAT_SCAN_001,0.853,25
1088,LOT_ATPG10,W01,D0006,0.93,1.24,PASS,NA,PAT_SCAN_007,0.8,25
1089,LOT_ATPG10,W01,D0006,0.93,1.31,PASS,NA,PAT_SCAN_002,0.759,25
1090,LOT_ATPG10,W01,D0006,0.93,1.37,PASS,NA,PAT_SCAN_009,0.714,25
1091,LOT_ATPG10,W01,D0006,0.93,1.43,PASS,NA,PAT_SCAN_006,0.683,25
1092,LOT_ATPG10,W01,D0006,0.93,1.49,PASS,NA,PAT_SCAN_001,0.695,25
1093,LOT_ATPG10,W01,D0006,0.93,1.56,PASS,NA,PAT_SCAN_007,0.63,25
1094,LOT_ATPG10,W01,D0006,0.93,1.62,PASS,NA,PAT_SCAN_006,0.589,25
1095,LOT_ATPG10,W01,D0006,0.93,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.61,25
1096,LOT_ATPG10,W01,D0006,0.93,1.75,FAIL,TIMING,PAT_SCAN_003,0.58,25
1097,LOT_ATPG10,W01,D0006,0.93,1.81,FAIL,TIMING,PAT_SCAN_003,0.576,25
1098,LOT_ATPG10,W01,D0006,0.93,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.497,25
1099,LOT_ATPG10,W01,D0006,0.93,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.542,25
1100,LOT_ATPG10,W01,D0006,0.93,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.5,25
1101,LOT_ATPG10,W01,D0006,0.97,0.8,PASS,NA,PAT_SCAN_003,1.247,25
1102,LOT_ATPG10,W01,D0006,0.97,0.86,PASS,NA,PAT_SCAN_004,1.154,25
1103,LOT_ATPG10,W01,D0006,0.97,0.93,PASS,NA,PAT_SCAN_003,1.069,25
1104,LOT_ATPG10,W01,D0006,0.97,0.99,PASS,NA,PAT_SCAN_007,0.997,25
1105,LOT_ATPG10,W01,D0006,0.97,1.05,PASS,NA,PAT_SCAN_007,0.973,25
1106,LOT_ATPG10,W01,D0006,0.97,1.12,PASS,NA,PAT_SCAN_010,0.85,25
1107,LOT_ATPG10,W01,D0006,0.97,1.18,PASS,NA,PAT_SCAN_003,0.857,25
1108,LOT_ATPG10,W01,D0006,0.97,1.24,PASS,NA,PAT_SCAN_008,0.797,25
1109,LOT_ATPG10,W01,D0006,0.97,1.31,PASS,NA,PAT_SCAN_008,0.747,25
1110,LOT_ATPG10,W01,D0006,0.97,1.37,PASS,NA,PAT_SCAN_006,0.717,25
1111,LOT_ATPG10,W01,D0006,0.97,1.43,PASS,NA,PAT_SCAN_001,0.755,25
1112,LOT_ATPG10,W01,D0006,0.97,1.49,PASS,NA,PAT_SCAN_006,0.674,25
1113,LOT_ATPG10,W01,D0006,0.97,1.56,PASS,NA,PAT_SCAN_009,0.623,25
1114,LOT_ATPG10,W01,D0006,0.97,1.62,PASS,NA,PAT_SCAN_009,0.618,25
1115,LOT_ATPG10,W01,D0006,0.97,1.68,PASS,NA,PAT_SCAN_007,0.592,25
1116,LOT_ATPG10,W01,D0006,0.97,1.75,PASS,NA,PAT_SCAN_008,0.588,25
1117,LOT_ATPG10,W01,D0006,0.97,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.552,25
1118,LOT_ATPG10,W01,D0006,0.97,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.525,25
1119,LOT_ATPG10,W01,D0006,0.97,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.485,25
1120,LOT_ATPG10,W01,D0006,0.97,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.472,25
1121,LOT_ATPG10,W01,D0006,1.02,0.8,PASS,NA,PAT_SCAN_002,1.24,25
1122,LOT_ATPG10,W01,D0006,1.02,0.86,PASS,NA,PAT_SCAN_008,1.204,25
1123,LOT_ATPG10,W01,D0006,1.02,0.93,PASS,NA,PAT_SCAN_004,1.099,25
1124,LOT_ATPG10,W01,D0006,1.02,0.99,PASS,NA,PAT_SCAN_002,1.051,25
1125,LOT_ATPG10,W01,D0006,1.02,1.05,PASS,NA,PAT_SCAN_005,0.962,25
1126,LOT_ATPG10,W01,D0006,1.02,1.12,PASS,NA,PAT_SCAN_003,0.903,25
1127,LOT_ATPG10,W01,D0006,1.02,1.18,PASS,NA,PAT_SCAN_001,0.859,25
1128,LOT_ATPG10,W01,D0006,1.02,1.24,PASS,NA,PAT_SCAN_007,0.805,25
1129,LOT_ATPG10,W01,D0006,1.02,1.31,PASS,NA,PAT_SCAN_006,0.785,25
1130,LOT_ATPG10,W01,D0006,1.02,1.37,PASS,NA,PAT_SCAN_009,0.71,25
1131,LOT_ATPG10,W01,D0006,1.02,1.43,PASS,NA,PAT_SCAN_004,0.702,25
1132,LOT_ATPG10,W01,D0006,1.02,1.49,PASS,NA,PAT_SCAN_003,0.672,25
1133,LOT_ATPG10,W01,D0006,1.02,1.56,PASS,NA,PAT_SCAN_001,0.665,25
1134,LOT_ATPG10,W01,D0006,1.02,1.62,PASS,NA,PAT_SCAN_005,0.643,25
1135,LOT_ATPG10,W01,D0006,1.02,1.68,PASS,NA,PAT_SCAN_010,0.578,25
1136,LOT_ATPG10,W01,D0006,1.02,1.75,PASS,NA,PAT_SCAN_009,0.588,25
1137,LOT_ATPG10,W01,D0006,1.02,1.81,PASS,NA,PAT_SCAN_002,0.547,25
1138,LOT_ATPG10,W01,D0006,1.02,1.87,PASS,NA,PAT_SCAN_009,0.525,25
1139,LOT_ATPG10,W01,D0006,1.02,1.94,PASS,NA,PAT_SCAN_006,0.525,25
1140,LOT_ATPG10,W01,D0006,1.02,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.499,25
1141,LOT_ATPG10,W01,D0006,1.06,0.8,PASS,NA,PAT_SCAN_004,1.258,25
1142,LOT_ATPG10,W01,D0006,1.06,0.86,PASS,NA,PAT_SCAN_003,1.15,25
1143,LOT_ATPG10,W01,D0006,1.06,0.93,PASS,NA,PAT_SCAN_003,1.087,25
1144,LOT_ATPG10,W01,D0006,1.06,0.99,PASS,NA,PAT_SCAN_003,0.997,25
1145,LOT_ATPG10,W01,D0006,1.06,1.05,PASS,NA,PAT_SCAN_004,0.931,25
1146,LOT_ATPG10,W01,D0006,1.06,1.12,PASS,NA,PAT_SCAN_003,0.894,25
1147,LOT_ATPG10,W01,D0006,1.06,1.18,PASS,NA,PAT_SCAN_007,0.855,25
1148,LOT_ATPG10,W01,D0006,1.06,1.24,PASS,NA,PAT_SCAN_002,0.845,25
1149,LOT_ATPG10,W01,D0006,1.06,1.31,PASS,NA,PAT_SCAN_005,0.769,25
1150,LOT_ATPG10,W01,D0006,1.06,1.37,PASS,NA,PAT_SCAN_006,0.748,25
1151,LOT_ATPG10,W01,D0006,1.06,1.43,PASS,NA,PAT_SCAN_003,0.703,25
1152,LOT_ATPG10,W01,D0006,1.06,1.49,PASS,NA,PAT_SCAN_007,0.683,25
1153,LOT_ATPG10,W01,D0006,1.06,1.56,PASS,NA,PAT_SCAN_009,0.645,25
1154,LOT_ATPG10,W01,D0006,1.06,1.62,PASS,NA,PAT_SCAN_008,0.6,25
1155,LOT_ATPG10,W01,D0006,1.06,1.68,PASS,NA,PAT_SCAN_008,0.575,25
1156,LOT_ATPG10,W01,D0006,1.06,1.75,PASS,NA,PAT_SCAN_009,0.583,25
1157,LOT_ATPG10,W01,D0006,1.06,1.81,PASS,NA,PAT_SCAN_001,0.548,25
1158,LOT_ATPG10,W01,D0006,1.06,1.87,PASS,NA,PAT_SCAN_005,0.546,25
1159,LOT_ATPG10,W01,D0006,1.06,1.94,PASS,NA,PAT_SCAN_004,0.558,25
1160,LOT_ATPG10,W01,D0006,1.06,2.0,PASS,NA,PAT_SCAN_002,0.499,25
1161,LOT_ATPG10,W01,D0006,1.11,0.8,PASS,NA,PAT_SCAN_007,1.254,25
1162,LOT_ATPG10,W01,D0006,1.11,0.86,PASS,NA,PAT_SCAN_008,1.15,25
1163,LOT_ATPG10,W01,D0006,1.11,0.93,PASS,NA,PAT_SCAN_010,1.041,25
1164,LOT_ATPG10,W01,D0006,1.11,0.99,PASS,NA,PAT_SCAN_009,1.031,25
1165,LOT_ATPG10,W01,D0006,1.11,1.05,PASS,NA,PAT_SCAN_009,0.966,25
1166,LOT_ATPG10,W01,D0006,1.11,1.12,PASS,NA,PAT_SCAN_002,0.928,25
1167,LOT_ATPG10,W01,D0006,1.11,1.18,PASS,NA,PAT_SCAN_006,0.844,25
1168,LOT_ATPG10,W01,D0006,1.11,1.24,PASS,NA,PAT_SCAN_004,0.833,25
1169,LOT_ATPG10,W01,D0006,1.11,1.31,PASS,NA,PAT_SCAN_004,0.754,25
1170,LOT_ATPG10,W01,D0006,1.11,1.37,PASS,NA,PAT_SCAN_010,0.744,25
1171,LOT_ATPG10,W01,D0006,1.11,1.43,PASS,NA,PAT_SCAN_002,0.72,25
1172,LOT_ATPG10,W01,D0006,1.11,1.49,PASS,NA,PAT_SCAN_003,0.669,25
1173,LOT_ATPG10,W01,D0006,1.11,1.56,PASS,NA,PAT_SCAN_006,0.636,25
1174,LOT_ATPG10,W01,D0006,1.11,1.62,PASS,NA,PAT_SCAN_008,0.662,25
1175,LOT_ATPG10,W01,D0006,1.11,1.68,PASS,NA,PAT_SCAN_004,0.556,25
1176,LOT_ATPG10,W01,D0006,1.11,1.75,PASS,NA,PAT_SCAN_007,0.599,25
1177,LOT_ATPG10,W01,D0006,1.11,1.81,PASS,NA,PAT_SCAN_002,0.543,25
1178,LOT_ATPG10,W01,D0006,1.11,1.87,PASS,NA,PAT_SCAN_008,0.523,25
1179,LOT_ATPG10,W01,D0006,1.11,1.94,PASS,NA,PAT_SCAN_005,0.527,25
1180,LOT_ATPG10,W01,D0006,1.11,2.0,PASS,NA,PAT_SCAN_005,0.497,25
1181,LOT_ATPG10,W01,D0006,1.15,0.8,PASS,NA,PAT_SCAN_010,1.231,25
1182,LOT_ATPG10,W01,D0006,1.15,0.86,PASS,NA,PAT_SCAN_004,1.16,25
1183,LOT_ATPG10,W01,D0006,1.15,0.93,PASS,NA,PAT_SCAN_008,1.077,25
1184,LOT_ATPG10,W01,D0006,1.15,0.99,PASS,NA,PAT_SCAN_006,1.054,25
1185,LOT_ATPG10,W01,D0006,1.15,1.05,PASS,NA,PAT_SCAN_009,0.967,25
1186,LOT_ATPG10,W01,D0006,1.15,1.12,PASS,NA,PAT_SCAN_003,0.885,25
1187,LOT_ATPG10,W01,D0006,1.15,1.18,PASS,NA,PAT_SCAN_007,0.826,25
1188,LOT_ATPG10,W01,D0006,1.15,1.24,PASS,NA,PAT_SCAN_010,0.818,25
1189,LOT_ATPG10,W01,D0006,1.15,1.31,PASS,NA,PAT_SCAN_001,0.774,25
1190,LOT_ATPG10,W01,D0006,1.15,1.37,PASS,NA,PAT_SCAN_006,0.724,25
1191,LOT_ATPG10,W01,D0006,1.15,1.43,PASS,NA,PAT_SCAN_009,0.683,25
1192,LOT_ATPG10,W01,D0006,1.15,1.49,PASS,NA,PAT_SCAN_008,0.693,25
1193,LOT_ATPG10,W01,D0006,1.15,1.56,PASS,NA,PAT_SCAN_009,0.645,25
1194,LOT_ATPG10,W01,D0006,1.15,1.62,PASS,NA,PAT_SCAN_001,0.594,25
1195,LOT_ATPG10,W01,D0006,1.15,1.68,PASS,NA,PAT_SCAN_004,0.635,25
1196,LOT_ATPG10,W01,D0006,1.15,1.75,PASS,NA,PAT_SCAN_008,0.535,25
1197,LOT_ATPG10,W01,D0006,1.15,1.81,PASS,NA,PAT_SCAN_010,0.522,25
1198,LOT_ATPG10,W01,D0006,1.15,1.87,PASS,NA,PAT_SCAN_004,0.558,25
1199,LOT_ATPG10,W01,D0006,1.15,1.94,PASS,NA,PAT_SCAN_004,0.514,25
1200,LOT_ATPG10,W01,D0006,1.15,2.0,PASS,NA,PAT_SCAN_008,0.498,25
1201,LOT_ATPG10,W01,D0007,0.75,0.8,PASS,NA,PAT_SCAN_010,1.242,25
1202,LOT_ATPG10,W01,D0007,0.75,0.86,PASS,NA,PAT_SCAN_002,1.176,25
1203,LOT_ATPG10,W01,D0007,0.75,0.93,PASS,NA,PAT_SCAN_002,1.066,25
1204,LOT_ATPG10,W01,D0007,0.75,0.99,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.992,25
1205,LOT_ATPG10,W01,D0007,0.75,1.05,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.989,25
1206,LOT_ATPG10,W01,D0007,0.75,1.12,FAIL,TIMING,PAT_SCAN_007,0.899,25
1207,LOT_ATPG10,W01,D0007,0.75,1.18,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.868,25
1208,LOT_ATPG10,W01,D0007,0.75,1.24,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.824,25
1209,LOT_ATPG10,W01,D0007,0.75,1.31,FAIL,TIMING,PAT_SCAN_003,0.759,25
1210,LOT_ATPG10,W01,D0007,0.75,1.37,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.733,25
1211,LOT_ATPG10,W01,D0007,0.75,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.729,25
1212,LOT_ATPG10,W01,D0007,0.75,1.49,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.683,25
1213,LOT_ATPG10,W01,D0007,0.75,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.673,25
1214,LOT_ATPG10,W01,D0007,0.75,1.62,FAIL,TIMING,PAT_SCAN_003,0.634,25
1215,LOT_ATPG10,W01,D0007,0.75,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.575,25
1216,LOT_ATPG10,W01,D0007,0.75,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.578,25
1217,LOT_ATPG10,W01,D0007,0.75,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.576,25
1218,LOT_ATPG10,W01,D0007,0.75,1.87,FAIL,TIMING,PAT_SCAN_003,0.58,25
1219,LOT_ATPG10,W01,D0007,0.75,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.502,25
1220,LOT_ATPG10,W01,D0007,0.75,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.513,25
1221,LOT_ATPG10,W01,D0007,0.79,0.8,PASS,NA,PAT_SCAN_007,1.248,25
1222,LOT_ATPG10,W01,D0007,0.79,0.86,PASS,NA,PAT_SCAN_007,1.152,25
1223,LOT_ATPG10,W01,D0007,0.79,0.93,PASS,NA,PAT_SCAN_002,1.097,25
1224,LOT_ATPG10,W01,D0007,0.79,0.99,PASS,NA,PAT_SCAN_010,1.027,25
1225,LOT_ATPG10,W01,D0007,0.79,1.05,PASS,NA,PAT_SCAN_002,0.98,25
1226,LOT_ATPG10,W01,D0007,0.79,1.12,FAIL,TIMING,PAT_SCAN_007,0.879,25
1227,LOT_ATPG10,W01,D0007,0.79,1.18,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.871,25
1228,LOT_ATPG10,W01,D0007,0.79,1.24,FAIL,TIMING,PAT_SCAN_007,0.827,25
1229,LOT_ATPG10,W01,D0007,0.79,1.31,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.721,25
1230,LOT_ATPG10,W01,D0007,0.79,1.37,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.71,25
1231,LOT_ATPG10,W01,D0007,0.79,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.716,25
1232,LOT_ATPG10,W01,D0007,0.79,1.49,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.668,25
1233,LOT_ATPG10,W01,D0007,0.79,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.644,25
1234,LOT_ATPG10,W01,D0007,0.79,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.609,25
1235,LOT_ATPG10,W01,D0007,0.79,1.68,FAIL,TIMING,PAT_SCAN_007,0.631,25
1236,LOT_ATPG10,W01,D0007,0.79,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.573,25
1237,LOT_ATPG10,W01,D0007,0.79,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.573,25
1238,LOT_ATPG10,W01,D0007,0.79,1.87,FAIL,TIMING,PAT_SCAN_007,0.54,25
1239,LOT_ATPG10,W01,D0007,0.79,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.54,25
1240,LOT_ATPG10,W01,D0007,0.79,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.537,25
1241,LOT_ATPG10,W01,D0007,0.84,0.8,PASS,NA,PAT_SCAN_010,1.266,25
1242,LOT_ATPG10,W01,D0007,0.84,0.86,PASS,NA,PAT_SCAN_010,1.174,25
1243,LOT_ATPG10,W01,D0007,0.84,0.93,PASS,NA,PAT_SCAN_002,1.062,25
1244,LOT_ATPG10,W01,D0007,0.84,0.99,PASS,NA,PAT_SCAN_001,1.019,25
1245,LOT_ATPG10,W01,D0007,0.84,1.05,PASS,NA,PAT_SCAN_010,0.957,25
1246,LOT_ATPG10,W01,D0007,0.84,1.12,PASS,NA,PAT_SCAN_006,0.91,25
1247,LOT_ATPG10,W01,D0007,0.84,1.18,PASS,NA,PAT_SCAN_001,0.874,25
1248,LOT_ATPG10,W01,D0007,0.84,1.24,PASS,NA,PAT_SCAN_007,0.793,25
1249,LOT_ATPG10,W01,D0007,0.84,1.31,FAIL,TIMING,PAT_SCAN_003,0.744,25
1250,LOT_ATPG10,W01,D0007,0.84,1.37,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.756,25
1251,LOT_ATPG10,W01,D0007,0.84,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.68,25
1252,LOT_ATPG10,W01,D0007,0.84,1.49,FAIL,TIMING,PAT_SCAN_007,0.687,25
1253,LOT_ATPG10,W01,D0007,0.84,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.604,25
1254,LOT_ATPG10,W01,D0007,0.84,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.628,25
1255,LOT_ATPG10,W01,D0007,0.84,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.642,25
1256,LOT_ATPG10,W01,D0007,0.84,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.598,25
1257,LOT_ATPG10,W01,D0007,0.84,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.52,25
1258,LOT_ATPG10,W01,D0007,0.84,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.537,25
1259,LOT_ATPG10,W01,D0007,0.84,1.94,FAIL,TIMING,PAT_SCAN_007,0.515,25
1260,LOT_ATPG10,W01,D0007,0.84,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.467,25
1261,LOT_ATPG10,W01,D0007,0.88,0.8,PASS,NA,PAT_SCAN_006,1.279,25
1262,LOT_ATPG10,W01,D0007,0.88,0.86,PASS,NA,PAT_SCAN_006,1.177,25
1263,LOT_ATPG10,W01,D0007,0.88,0.93,PASS,NA,PAT_SCAN_005,1.069,25
1264,LOT_ATPG10,W01,D0007,0.88,0.99,PASS,NA,PAT_SCAN_003,1.039,25
1265,LOT_ATPG10,W01,D0007,0.88,1.05,PASS,NA,PAT_SCAN_010,0.948,25
1266,LOT_ATPG10,W01,D0007,0.88,1.12,PASS,NA,PAT_SCAN_006,0.873,25
1267,LOT_ATPG10,W01,D0007,0.88,1.18,PASS,NA,PAT_SCAN_009,0.853,25
1268,LOT_ATPG10,W01,D0007,0.88,1.24,PASS,NA,PAT_SCAN_003,0.841,25
1269,LOT_ATPG10,W01,D0007,0.88,1.31,PASS,NA,PAT_SCAN_003,0.743,25
1270,LOT_ATPG10,W01,D0007,0.88,1.37,PASS,NA,PAT_SCAN_008,0.739,25
1271,LOT_ATPG10,W01,D0007,0.88,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.715,25
1272,LOT_ATPG10,W01,D0007,0.88,1.49,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.69,25
1273,LOT_ATPG10,W01,D0007,0.88,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.664,25
1274,LOT_ATPG10,W01,D0007,0.88,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.619,25
1275,LOT_ATPG10,W01,D0007,0.88,1.68,FAIL,TIMING,PAT_SCAN_007,0.602,25
1276,LOT_ATPG10,W01,D0007,0.88,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.568,25
1277,LOT_ATPG10,W01,D0007,0.88,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.556,25
1278,LOT_ATPG10,W01,D0007,0.88,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.529,25
1279,LOT_ATPG10,W01,D0007,0.88,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.524,25
1280,LOT_ATPG10,W01,D0007,0.88,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.514,25
1281,LOT_ATPG10,W01,D0007,0.93,0.8,PASS,NA,PAT_SCAN_008,1.249,25
1282,LOT_ATPG10,W01,D0007,0.93,0.86,PASS,NA,PAT_SCAN_010,1.134,25
1283,LOT_ATPG10,W01,D0007,0.93,0.93,PASS,NA,PAT_SCAN_009,1.067,25
1284,LOT_ATPG10,W01,D0007,0.93,0.99,PASS,NA,PAT_SCAN_008,1.007,25
1285,LOT_ATPG10,W01,D0007,0.93,1.05,PASS,NA,PAT_SCAN_006,0.91,25
1286,LOT_ATPG10,W01,D0007,0.93,1.12,PASS,NA,PAT_SCAN_002,0.919,25
1287,LOT_ATPG10,W01,D0007,0.93,1.18,PASS,NA,PAT_SCAN_008,0.878,25
1288,LOT_ATPG10,W01,D0007,0.93,1.24,PASS,NA,PAT_SCAN_010,0.833,25
1289,LOT_ATPG10,W01,D0007,0.93,1.31,PASS,NA,PAT_SCAN_007,0.757,25
1290,LOT_ATPG10,W01,D0007,0.93,1.37,PASS,NA,PAT_SCAN_003,0.74,25
1291,LOT_ATPG10,W01,D0007,0.93,1.43,PASS,NA,PAT_SCAN_003,0.698,25
1292,LOT_ATPG10,W01,D0007,0.93,1.49,PASS,NA,PAT_SCAN_007,0.671,25
1293,LOT_ATPG10,W01,D0007,0.93,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.652,25
1294,LOT_ATPG10,W01,D0007,0.93,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.657,25
1295,LOT_ATPG10,W01,D0007,0.93,1.68,FAIL,TIMING,PAT_SCAN_003,0.623,25
1296,LOT_ATPG10,W01,D0007,0.93,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.581,25
1297,LOT_ATPG10,W01,D0007,0.93,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.547,25
1298,LOT_ATPG10,W01,D0007,0.93,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.533,25
1299,LOT_ATPG10,W01,D0007,0.93,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.525,25
1300,LOT_ATPG10,W01,D0007,0.93,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.511,25
1301,LOT_ATPG10,W01,D0007,0.97,0.8,PASS,NA,PAT_SCAN_007,1.219,25
1302,LOT_ATPG10,W01,D0007,0.97,0.86,PASS,NA,PAT_SCAN_007,1.183,25
1303,LOT_ATPG10,W01,D0007,0.97,0.93,PASS,NA,PAT_SCAN_009,1.08,25
1304,LOT_ATPG10,W01,D0007,0.97,0.99,PASS,NA,PAT_SCAN_006,1.049,25
1305,LOT_ATPG10,W01,D0007,0.97,1.05,PASS,NA,PAT_SCAN_009,0.952,25
1306,LOT_ATPG10,W01,D0007,0.97,1.12,PASS,NA,PAT_SCAN_001,0.885,25
1307,LOT_ATPG10,W01,D0007,0.97,1.18,PASS,NA,PAT_SCAN_003,0.858,25
1308,LOT_ATPG10,W01,D0007,0.97,1.24,PASS,NA,PAT_SCAN_001,0.782,25
1309,LOT_ATPG10,W01,D0007,0.97,1.31,PASS,NA,PAT_SCAN_008,0.77,25
1310,LOT_ATPG10,W01,D0007,0.97,1.37,PASS,NA,PAT_SCAN_008,0.722,25
1311,LOT_ATPG10,W01,D0007,0.97,1.43,PASS,NA,PAT_SCAN_001,0.715,25
1312,LOT_ATPG10,W01,D0007,0.97,1.49,PASS,NA,PAT_SCAN_009,0.654,25
1313,LOT_ATPG10,W01,D0007,0.97,1.56,PASS,NA,PAT_SCAN_005,0.663,25
1314,LOT_ATPG10,W01,D0007,0.97,1.62,PASS,NA,PAT_SCAN_009,0.614,25
