Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,March_Algorithm,Memory_Instance
1118,LOT_M10,W01,D0006,0.97,1.87,FAIL,STUCK_AT,March_C_minus,SRAM_SRAM2
1119,LOT_M10,W01,D0006,0.97,1.94,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
1120,LOT_M10,W01,D0006,0.97,2.0,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1121,LOT_M10,W01,D0006,1.02,0.8,PASS,NA,March_C_minus,SRAM_SRAM2
1122,LOT_M10,W01,D0006,1.02,0.86,PASS,NA,March_SS,SRAM_SRAM0
1123,LOT_M10,W01,D0006,1.02,0.93,PASS,NA,March_RAW,SRAM_SRAM2
1124,LOT_M10,W01,D0006,1.02,0.99,PASS,NA,March_RAW,SRAM_SRAM1
1125,LOT_M10,W01,D0006,1.02,1.05,PASS,NA,March_SS,SRAM_SRAM2
1126,LOT_M10,W01,D0006,1.02,1.12,PASS,NA,March_C_minus,SRAM_SRAM0
1127,LOT_M10,W01,D0006,1.02,1.18,PASS,NA,March_SS,SRAM_SRAM0
1128,LOT_M10,W01,D0006,1.02,1.24,PASS,NA,March_SS,SRAM_SRAM2
1129,LOT_M10,W01,D0006,1.02,1.31,PASS,NA,March_SS,SRAM_SRAM1
1130,LOT_M10,W01,D0006,1.02,1.37,PASS,NA,March_RAW,SRAM_SRAM0
1131,LOT_M10,W01,D0006,1.02,1.43,PASS,NA,March_SS,SRAM_SRAM1
1132,LOT_M10,W01,D0006,1.02,1.49,PASS,NA,March_RAW,SRAM_SRAM0
1133,LOT_M10,W01,D0006,1.02,1.56,PASS,NA,March_SS,SRAM_SRAM2
1134,LOT_M10,W01,D0006,1.02,1.62,PASS,NA,March_SS,SRAM_SRAM2
1135,LOT_M10,W01,D0006,1.02,1.68,PASS,NA,March_C_minus,SRAM_SRAM0
1136,LOT_M10,W01,D0006,1.02,1.75,PASS,NA,March_C_minus,SRAM_SRAM0
1137,LOT_M10,W01,D0006,1.02,1.81,PASS,NA,March_SS,SRAM_SRAM1
1138,LOT_M10,W01,D0006,1.02,1.87,PASS,NA,March_C_minus,SRAM_SRAM0
1139,LOT_M10,W01,D0006,1.02,1.94,PASS,NA,March_C_minus,SRAM_SRAM1
1140,LOT_M10,W01,D0006,1.02,2.0,FAIL,STUCK_AT,March_C_minus,SRAM_SRAM0
1141,LOT_M10,W01,D0006,1.06,0.8,PASS,NA,March_RAW,SRAM_SRAM0
1142,LOT_M10,W01,D0006,1.06,0.86,PASS,NA,March_RAW,SRAM_SRAM2
1143,LOT_M10,W01,D0006,1.06,0.93,PASS,NA,March_C_minus,SRAM_SRAM2
1144,LOT_M10,W01,D0006,1.06,0.99,PASS,NA,March_C_minus,SRAM_SRAM1
1145,LOT_M10,W01,D0006,1.06,1.05,PASS,NA,March_SS,SRAM_SRAM1
1146,LOT_M10,W01,D0006,1.06,1.12,PASS,NA,March_SS,SRAM_SRAM2
1147,LOT_M10,W01,D0006,1.06,1.18,PASS,NA,March_C_minus,SRAM_SRAM0
1148,LOT_M10,W01,D0006,1.06,1.24,PASS,NA,March_C_minus,SRAM_SRAM1
1149,LOT_M10,W01,D0006,1.06,1.31,PASS,NA,March_SS,SRAM_SRAM0
1150,LOT_M10,W01,D0006,1.06,1.37,PASS,NA,March_SS,SRAM_SRAM0
1151,LOT_M10,W01,D0006,1.06,1.43,PASS,NA,March_C_minus,SRAM_SRAM0
1152,LOT_M10,W01,D0006,1.06,1.49,PASS,NA,March_C_minus,SRAM_SRAM0
1153,LOT_M10,W01,D0006,1.06,1.56,PASS,NA,March_C_minus,SRAM_SRAM0
1154,LOT_M10,W01,D0006,1.06,1.62,PASS,NA,March_SS,SRAM_SRAM0
1155,LOT_M10,W01,D0006,1.06,1.68,PASS,NA,March_C_minus,SRAM_SRAM1
1156,LOT_M10,W01,D0006,1.06,1.75,PASS,NA,March_SS,SRAM_SRAM1
1157,LOT_M10,W01,D0006,1.06,1.81,PASS,NA,March_C_minus,SRAM_SRAM2
1158,LOT_M10,W01,D0006,1.06,1.87,PASS,NA,March_RAW,SRAM_SRAM1
1159,LOT_M10,W01,D0006,1.06,1.94,PASS,NA,March_RAW,SRAM_SRAM1
1160,LOT_M10,W01,D0006,1.06,2.0,PASS,NA,March_C_minus,SRAM_SRAM2
1161,LOT_M10,W01,D0006,1.11,0.8,PASS,NA,March_C_minus,SRAM_SRAM2
1162,LOT_M10,W01,D0006,1.11,0.86,PASS,NA,March_C_minus,SRAM_SRAM2
1163,LOT_M10,W01,D0006,1.11,0.93,PASS,NA,March_C_minus,SRAM_SRAM0
1164,LOT_M10,W01,D0006,1.11,0.99,PASS,NA,March_RAW,SRAM_SRAM0
1165,LOT_M10,W01,D0006,1.11,1.05,PASS,NA,March_C_minus,SRAM_SRAM0
1166,LOT_M10,W01,D0006,1.11,1.12,PASS,NA,March_RAW,SRAM_SRAM2
1167,LOT_M10,W01,D0006,1.11,1.18,PASS,NA,March_C_minus,SRAM_SRAM0
1168,LOT_M10,W01,D0006,1.11,1.24,PASS,NA,March_RAW,SRAM_SRAM2
1169,LOT_M10,W01,D0006,1.11,1.31,PASS,NA,March_C_minus,SRAM_SRAM0
1170,LOT_M10,W01,D0006,1.11,1.37,PASS,NA,March_C_minus,SRAM_SRAM1
1171,LOT_M10,W01,D0006,1.11,1.43,PASS,NA,March_RAW,SRAM_SRAM1
1172,LOT_M10,W01,D0006,1.11,1.49,PASS,NA,March_RAW,SRAM_SRAM2
1173,LOT_M10,W01,D0006,1.11,1.56,PASS,NA,March_RAW,SRAM_SRAM2
1174,LOT_M10,W01,D0006,1.11,1.62,PASS,NA,March_RAW,SRAM_SRAM2
1175,LOT_M10,W01,D0006,1.11,1.68,PASS,NA,March_RAW,SRAM_SRAM1
1176,LOT_M10,W01,D0006,1.11,1.75,PASS,NA,March_C_minus,SRAM_SRAM0
1177,LOT_M10,W01,D0006,1.11,1.81,PASS,NA,March_SS,SRAM_SRAM1
1178,LOT_M10,W01,D0006,1.11,1.87,PASS,NA,March_SS,SRAM_SRAM1
1179,LOT_M10,W01,D0006,1.11,1.94,PASS,NA,March_RAW,SRAM_SRAM0
1180,LOT_M10,W01,D0006,1.11,2.0,PASS,NA,March_RAW,SRAM_SRAM0
1181,LOT_M10,W01,D0006,1.15,0.8,PASS,NA,March_C_minus,SRAM_SRAM1
1182,LOT_M10,W01,D0006,1.15,0.86,PASS,NA,March_RAW,SRAM_SRAM1
1183,LOT_M10,W01,D0006,1.15,0.93,PASS,NA,March_RAW,SRAM_SRAM0
1184,LOT_M10,W01,D0006,1.15,0.99,PASS,NA,March_SS,SRAM_SRAM1
1185,LOT_M10,W01,D0006,1.15,1.05,PASS,NA,March_C_minus,SRAM_SRAM0
1186,LOT_M10,W01,D0006,1.15,1.12,PASS,NA,March_C_minus,SRAM_SRAM1
1187,LOT_M10,W01,D0006,1.15,1.18,PASS,NA,March_RAW,SRAM_SRAM1
1188,LOT_M10,W01,D0006,1.15,1.24,PASS,NA,March_RAW,SRAM_SRAM1
1189,LOT_M10,W01,D0006,1.15,1.31,PASS,NA,March_SS,SRAM_SRAM0
1190,LOT_M10,W01,D0006,1.15,1.37,PASS,NA,March_RAW,SRAM_SRAM1
1191,LOT_M10,W01,D0006,1.15,1.43,PASS,NA,March_SS,SRAM_SRAM0
1192,LOT_M10,W01,D0006,1.15,1.49,PASS,NA,March_C_minus,SRAM_SRAM2
1193,LOT_M10,W01,D0006,1.15,1.56,PASS,NA,March_SS,SRAM_SRAM2
1194,LOT_M10,W01,D0006,1.15,1.62,PASS,NA,March_SS,SRAM_SRAM2
1195,LOT_M10,W01,D0006,1.15,1.68,PASS,NA,March_C_minus,SRAM_SRAM1
1196,LOT_M10,W01,D0006,1.15,1.75,PASS,NA,March_RAW,SRAM_SRAM0
1197,LOT_M10,W01,D0006,1.15,1.81,PASS,NA,March_C_minus,SRAM_SRAM2
1198,LOT_M10,W01,D0006,1.15,1.87,PASS,NA,March_SS,SRAM_SRAM1
1199,LOT_M10,W01,D0006,1.15,1.94,PASS,NA,March_C_minus,SRAM_SRAM1
1200,LOT_M10,W01,D0006,1.15,2.0,PASS,NA,March_SS,SRAM_SRAM1
1201,LOT_M10,W01,D0007,0.75,0.8,PASS,NA,March_C_minus,SRAM_SRAM2
1202,LOT_M10,W01,D0007,0.75,0.86,PASS,NA,March_SS,SRAM_SRAM0
1203,LOT_M10,W01,D0007,0.75,0.93,PASS,NA,March_C_minus,SRAM_SRAM2
1204,LOT_M10,W01,D0007,0.75,0.99,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1205,LOT_M10,W01,D0007,0.75,1.05,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
1206,LOT_M10,W01,D0007,0.75,1.12,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM0
1207,LOT_M10,W01,D0007,0.75,1.18,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1208,LOT_M10,W01,D0007,0.75,1.24,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
1209,LOT_M10,W01,D0007,0.75,1.31,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1210,LOT_M10,W01,D0007,0.75,1.37,FAIL,STUCK_AT,March_C_minus,SRAM_SRAM1
1211,LOT_M10,W01,D0007,0.75,1.43,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
1212,LOT_M10,W01,D0007,0.75,1.49,FAIL,ADDRESS_DECODE_FAULT,March_RAW,SRAM_SRAM2
1213,LOT_M10,W01,D0007,0.75,1.56,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1214,LOT_M10,W01,D0007,0.75,1.62,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
1215,LOT_M10,W01,D0007,0.75,1.68,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
1216,LOT_M10,W01,D0007,0.75,1.75,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1217,LOT_M10,W01,D0007,0.75,1.81,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
1218,LOT_M10,W01,D0007,0.75,1.87,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
1219,LOT_M10,W01,D0007,0.75,1.94,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
1220,LOT_M10,W01,D0007,0.75,2.0,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
1221,LOT_M10,W01,D0007,0.79,0.8,PASS,NA,March_C_minus,SRAM_SRAM1
1222,LOT_M10,W01,D0007,0.79,0.86,PASS,NA,March_C_minus,SRAM_SRAM1
1223,LOT_M10,W01,D0007,0.79,0.93,PASS,NA,March_RAW,SRAM_SRAM2
1224,LOT_M10,W01,D0007,0.79,0.99,PASS,NA,March_RAW,SRAM_SRAM1
1225,LOT_M10,W01,D0007,0.79,1.05,PASS,NA,March_C_minus,SRAM_SRAM0
1226,LOT_M10,W01,D0007,0.79,1.12,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1227,LOT_M10,W01,D0007,0.79,1.18,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1228,LOT_M10,W01,D0007,0.79,1.24,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1229,LOT_M10,W01,D0007,0.79,1.31,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
1230,LOT_M10,W01,D0007,0.79,1.37,FAIL,ADDRESS_DECODE_FAULT,March_RAW,SRAM_SRAM2
1231,LOT_M10,W01,D0007,0.79,1.43,FAIL,RETENTION_FAULT,March_RAW,SRAM_SRAM0
1232,LOT_M10,W01,D0007,0.79,1.49,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1233,LOT_M10,W01,D0007,0.79,1.56,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
1234,LOT_M10,W01,D0007,0.79,1.62,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1235,LOT_M10,W01,D0007,0.79,1.68,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1236,LOT_M10,W01,D0007,0.79,1.75,FAIL,RETENTION_FAULT,March_C_minus,SRAM_SRAM0
1237,LOT_M10,W01,D0007,0.79,1.81,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
1238,LOT_M10,W01,D0007,0.79,1.87,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1239,LOT_M10,W01,D0007,0.79,1.94,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1240,LOT_M10,W01,D0007,0.79,2.0,FAIL,RETENTION_FAULT,March_RAW,SRAM_SRAM2
1241,LOT_M10,W01,D0007,0.84,0.8,PASS,NA,March_C_minus,SRAM_SRAM2
1242,LOT_M10,W01,D0007,0.84,0.86,PASS,NA,March_SS,SRAM_SRAM2
1243,LOT_M10,W01,D0007,0.84,0.93,PASS,NA,March_SS,SRAM_SRAM0
1244,LOT_M10,W01,D0007,0.84,0.99,PASS,NA,March_SS,SRAM_SRAM1
1245,LOT_M10,W01,D0007,0.84,1.05,PASS,NA,March_SS,SRAM_SRAM0
1246,LOT_M10,W01,D0007,0.84,1.12,PASS,NA,March_RAW,SRAM_SRAM2
1247,LOT_M10,W01,D0007,0.84,1.18,PASS,NA,March_C_minus,SRAM_SRAM1
1248,LOT_M10,W01,D0007,0.84,1.24,PASS,NA,March_RAW,SRAM_SRAM0
1249,LOT_M10,W01,D0007,0.84,1.31,FAIL,ADDRESS_DECODE_FAULT,March_RAW,SRAM_SRAM0
1250,LOT_M10,W01,D0007,0.84,1.37,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
1251,LOT_M10,W01,D0007,0.84,1.43,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
1252,LOT_M10,W01,D0007,0.84,1.49,FAIL,COUPLING_FAULT,March_SS,SRAM_SRAM0
1253,LOT_M10,W01,D0007,0.84,1.56,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
1254,LOT_M10,W01,D0007,0.84,1.62,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
1255,LOT_M10,W01,D0007,0.84,1.68,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
1256,LOT_M10,W01,D0007,0.84,1.75,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
1257,LOT_M10,W01,D0007,0.84,1.81,FAIL,RETENTION_FAULT,March_SS,SRAM_SRAM1
1258,LOT_M10,W01,D0007,0.84,1.87,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1259,LOT_M10,W01,D0007,0.84,1.94,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1260,LOT_M10,W01,D0007,0.84,2.0,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
1261,LOT_M10,W01,D0007,0.88,0.8,PASS,NA,March_SS,SRAM_SRAM2
1262,LOT_M10,W01,D0007,0.88,0.86,PASS,NA,March_SS,SRAM_SRAM1
1263,LOT_M10,W01,D0007,0.88,0.93,PASS,NA,March_RAW,SRAM_SRAM0
1264,LOT_M10,W01,D0007,0.88,0.99,PASS,NA,March_C_minus,SRAM_SRAM0
1265,LOT_M10,W01,D0007,0.88,1.05,PASS,NA,March_C_minus,SRAM_SRAM0
1266,LOT_M10,W01,D0007,0.88,1.12,PASS,NA,March_SS,SRAM_SRAM0
1267,LOT_M10,W01,D0007,0.88,1.18,PASS,NA,March_SS,SRAM_SRAM1
1268,LOT_M10,W01,D0007,0.88,1.24,PASS,NA,March_SS,SRAM_SRAM2
1269,LOT_M10,W01,D0007,0.88,1.31,PASS,NA,March_RAW,SRAM_SRAM1
1270,LOT_M10,W01,D0007,0.88,1.37,PASS,NA,March_RAW,SRAM_SRAM0
1271,LOT_M10,W01,D0007,0.88,1.43,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM1
1272,LOT_M10,W01,D0007,0.88,1.49,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
1273,LOT_M10,W01,D0007,0.88,1.56,FAIL,ADDRESS_DECODE_FAULT,March_C_minus,SRAM_SRAM0
1274,LOT_M10,W01,D0007,0.88,1.62,FAIL,RETENTION_FAULT,March_SS,SRAM_SRAM1
1275,LOT_M10,W01,D0007,0.88,1.68,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
1276,LOT_M10,W01,D0007,0.88,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1277,LOT_M10,W01,D0007,0.88,1.81,FAIL,STUCK_AT,March_C_minus,SRAM_SRAM0
1278,LOT_M10,W01,D0007,0.88,1.87,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM2
1279,LOT_M10,W01,D0007,0.88,1.94,FAIL,COUPLING_FAULT,March_RAW,SRAM_SRAM0
1280,LOT_M10,W01,D0007,0.88,2.0,FAIL,RETENTION_FAULT,March_C_minus,SRAM_SRAM2
1281,LOT_M10,W01,D0007,0.93,0.8,PASS,NA,March_RAW,SRAM_SRAM1
1282,LOT_M10,W01,D0007,0.93,0.86,PASS,NA,March_RAW,SRAM_SRAM2
1283,LOT_M10,W01,D0007,0.93,0.93,PASS,NA,March_RAW,SRAM_SRAM0
1284,LOT_M10,W01,D0007,0.93,0.99,PASS,NA,March_SS,SRAM_SRAM1
1285,LOT_M10,W01,D0007,0.93,1.05,PASS,NA,March_SS,SRAM_SRAM0
1286,LOT_M10,W01,D0007,0.93,1.12,PASS,NA,March_C_minus,SRAM_SRAM1
1287,LOT_M10,W01,D0007,0.93,1.18,PASS,NA,March_C_minus,SRAM_SRAM1
1288,LOT_M10,W01,D0007,0.93,1.24,PASS,NA,March_C_minus,SRAM_SRAM2
1289,LOT_M10,W01,D0007,0.93,1.31,PASS,NA,March_RAW,SRAM_SRAM1
1290,LOT_M10,W01,D0007,0.93,1.37,PASS,NA,March_C_minus,SRAM_SRAM0
1291,LOT_M10,W01,D0007,0.93,1.43,PASS,NA,March_RAW,SRAM_SRAM2
1292,LOT_M10,W01,D0007,0.93,1.49,PASS,NA,March_C_minus,SRAM_SRAM0
1293,LOT_M10,W01,D0007,0.93,1.56,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM0
1294,LOT_M10,W01,D0007,0.93,1.62,FAIL,RETENTION_FAULT,March_C_minus,SRAM_SRAM2
1295,LOT_M10,W01,D0007,0.93,1.68,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1296,LOT_M10,W01,D0007,0.93,1.75,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
1297,LOT_M10,W01,D0007,0.93,1.81,FAIL,COUPLING_FAULT,March_SS,SRAM_SRAM2
1298,LOT_M10,W01,D0007,0.93,1.87,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
1299,LOT_M10,W01,D0007,0.93,1.94,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1300,LOT_M10,W01,D0007,0.93,2.0,FAIL,COUPLING_FAULT,March_SS,SRAM_SRAM0
1301,LOT_M10,W01,D0007,0.97,0.8,PASS,NA,March_C_minus,SRAM_SRAM1
1302,LOT_M10,W01,D0007,0.97,0.86,PASS,NA,March_SS,SRAM_SRAM1
1303,LOT_M10,W01,D0007,0.97,0.93,PASS,NA,March_RAW,SRAM_SRAM0
1304,LOT_M10,W01,D0007,0.97,0.99,PASS,NA,March_RAW,SRAM_SRAM1
1305,LOT_M10,W01,D0007,0.97,1.05,PASS,NA,March_RAW,SRAM_SRAM1
1306,LOT_M10,W01,D0007,0.97,1.12,PASS,NA,March_RAW,SRAM_SRAM1
1307,LOT_M10,W01,D0007,0.97,1.18,PASS,NA,March_RAW,SRAM_SRAM2
1308,LOT_M10,W01,D0007,0.97,1.24,PASS,NA,March_RAW,SRAM_SRAM0
1309,LOT_M10,W01,D0007,0.97,1.31,PASS,NA,March_RAW,SRAM_SRAM0
1310,LOT_M10,W01,D0007,0.97,1.37,PASS,NA,March_SS,SRAM_SRAM2
1311,LOT_M10,W01,D0007,0.97,1.43,PASS,NA,March_SS,SRAM_SRAM1
1312,LOT_M10,W01,D0007,0.97,1.49,PASS,NA,March_RAW,SRAM_SRAM0
1313,LOT_M10,W01,D0007,0.97,1.56,PASS,NA,March_RAW,SRAM_SRAM1
1314,LOT_M10,W01,D0007,0.97,1.62,PASS,NA,March_SS,SRAM_SRAM2
1315,LOT_M10,W01,D0007,0.97,1.68,PASS,NA,March_C_minus,SRAM_SRAM0
1316,LOT_M10,W01,D0007,0.97,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1317,LOT_M10,W01,D0007,0.97,1.81,FAIL,RETENTION_FAULT,March_SS,SRAM_SRAM0
1318,LOT_M10,W01,D0007,0.97,1.87,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1319,LOT_M10,W01,D0007,0.97,1.94,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1320,LOT_M10,W01,D0007,0.97,2.0,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
1321,LOT_M10,W01,D0007,1.02,0.8,PASS,NA,March_RAW,SRAM_SRAM0
1322,LOT_M10,W01,D0007,1.02,0.86,PASS,NA,March_RAW,SRAM_SRAM2
1323,LOT_M10,W01,D0007,1.02,0.93,PASS,NA,March_SS,SRAM_SRAM0
1324,LOT_M10,W01,D0007,1.02,0.99,PASS,NA,March_C_minus,SRAM_SRAM0
1325,LOT_M10,W01,D0007,1.02,1.05,PASS,NA,March_RAW,SRAM_SRAM0
1326,LOT_M10,W01,D0007,1.02,1.12,PASS,NA,March_RAW,SRAM_SRAM2
1327,LOT_M10,W01,D0007,1.02,1.18,PASS,NA,March_SS,SRAM_SRAM1
1328,LOT_M10,W01,D0007,1.02,1.24,PASS,NA,March_SS,SRAM_SRAM1
1329,LOT_M10,W01,D0007,1.02,1.31,PASS,NA,March_SS,SRAM_SRAM2
1330,LOT_M10,W01,D0007,1.02,1.37,PASS,NA,March_RAW,SRAM_SRAM0
1331,LOT_M10,W01,D0007,1.02,1.43,PASS,NA,March_RAW,SRAM_SRAM2
1332,LOT_M10,W01,D0007,1.02,1.49,PASS,NA,March_SS,SRAM_SRAM2
1333,LOT_M10,W01,D0007,1.02,1.56,PASS,NA,March_SS,SRAM_SRAM0
1334,LOT_M10,W01,D0007,1.02,1.62,PASS,NA,March_C_minus,SRAM_SRAM2
1335,LOT_M10,W01,D0007,1.02,1.68,PASS,NA,March_C_minus,SRAM_SRAM2
1336,LOT_M10,W01,D0007,1.02,1.75,PASS,NA,March_C_minus,SRAM_SRAM1
1337,LOT_M10,W01,D0007,1.02,1.81,PASS,NA,March_SS,SRAM_SRAM1
1338,LOT_M10,W01,D0007,1.02,1.87,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1339,LOT_M10,W01,D0007,1.02,1.94,FAIL,STUCK_AT,March_RAW,SRAM_SRAM1
1340,LOT_M10,W01,D0007,1.02,2.0,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
1341,LOT_M10,W01,D0007,1.06,0.8,PASS,NA,March_C_minus,SRAM_SRAM1
1342,LOT_M10,W01,D0007,1.06,0.86,PASS,NA,March_C_minus,SRAM_SRAM1
1343,LOT_M10,W01,D0007,1.06,0.93,PASS,NA,March_SS,SRAM_SRAM1
1344,LOT_M10,W01,D0007,1.06,0.99,PASS,NA,March_RAW,SRAM_SRAM2
1345,LOT_M10,W01,D0007,1.06,1.05,PASS,NA,March_RAW,SRAM_SRAM2
1346,LOT_M10,W01,D0007,1.06,1.12,PASS,NA,March_C_minus,SRAM_SRAM0
1347,LOT_M10,W01,D0007,1.06,1.18,PASS,NA,March_RAW,SRAM_SRAM0
1348,LOT_M10,W01,D0007,1.06,1.24,PASS,NA,March_C_minus,SRAM_SRAM1
1349,LOT_M10,W01,D0007,1.06,1.31,PASS,NA,March_SS,SRAM_SRAM1
1350,LOT_M10,W01,D0007,1.06,1.37,PASS,NA,March_SS,SRAM_SRAM0
1351,LOT_M10,W01,D0007,1.06,1.43,PASS,NA,March_RAW,SRAM_SRAM0
1352,LOT_M10,W01,D0007,1.06,1.49,PASS,NA,March_C_minus,SRAM_SRAM0
1353,LOT_M10,W01,D0007,1.06,1.56,PASS,NA,March_SS,SRAM_SRAM1
1354,LOT_M10,W01,D0007,1.06,1.62,PASS,NA,March_SS,SRAM_SRAM2
1355,LOT_M10,W01,D0007,1.06,1.68,PASS,NA,March_C_minus,SRAM_SRAM2
1356,LOT_M10,W01,D0007,1.06,1.75,PASS,NA,March_SS,SRAM_SRAM2
1357,LOT_M10,W01,D0007,1.06,1.81,PASS,NA,March_C_minus,SRAM_SRAM0
1358,LOT_M10,W01,D0007,1.06,1.87,PASS,NA,March_SS,SRAM_SRAM1
1359,LOT_M10,W01,D0007,1.06,1.94,PASS,NA,March_RAW,SRAM_SRAM1
1360,LOT_M10,W01,D0007,1.06,2.0,FAIL,COUPLING_FAULT,March_SS,SRAM_SRAM0
1361,LOT_M10,W01,D0007,1.11,0.8,PASS,NA,March_SS,SRAM_SRAM0
1362,LOT_M10,W01,D0007,1.11,0.86,PASS,NA,March_C_minus,SRAM_SRAM2
1363,LOT_M10,W01,D0007,1.11,0.93,PASS,NA,March_SS,SRAM_SRAM0
1364,LOT_M10,W01,D0007,1.11,0.99,PASS,NA,March_RAW,SRAM_SRAM2
1365,LOT_M10,W01,D0007,1.11,1.05,PASS,NA,March_SS,SRAM_SRAM1
1366,LOT_M10,W01,D0007,1.11,1.12,PASS,NA,March_RAW,SRAM_SRAM0
1367,LOT_M10,W01,D0007,1.11,1.18,PASS,NA,March_RAW,SRAM_SRAM1
1368,LOT_M10,W01,D0007,1.11,1.24,PASS,NA,March_C_minus,SRAM_SRAM0
1369,LOT_M10,W01,D0007,1.11,1.31,PASS,NA,March_RAW,SRAM_SRAM1
1370,LOT_M10,W01,D0007,1.11,1.37,PASS,NA,March_RAW,SRAM_SRAM2
1371,LOT_M10,W01,D0007,1.11,1.43,PASS,NA,March_RAW,SRAM_SRAM0
1372,LOT_M10,W01,D0007,1.11,1.49,PASS,NA,March_C_minus,SRAM_SRAM1
1373,LOT_M10,W01,D0007,1.11,1.56,PASS,NA,March_SS,SRAM_SRAM2
1374,LOT_M10,W01,D0007,1.11,1.62,PASS,NA,March_RAW,SRAM_SRAM2
1375,LOT_M10,W01,D0007,1.11,1.68,PASS,NA,March_SS,SRAM_SRAM0
1376,LOT_M10,W01,D0007,1.11,1.75,PASS,NA,March_C_minus,SRAM_SRAM2
1377,LOT_M10,W01,D0007,1.11,1.81,PASS,NA,March_RAW,SRAM_SRAM2
1378,LOT_M10,W01,D0007,1.11,1.87,PASS,NA,March_RAW,SRAM_SRAM1
1379,LOT_M10,W01,D0007,1.11,1.94,PASS,NA,March_C_minus,SRAM_SRAM2
1380,LOT_M10,W01,D0007,1.11,2.0,PASS,NA,March_SS,SRAM_SRAM2
1381,LOT_M10,W01,D0007,1.15,0.8,PASS,NA,March_RAW,SRAM_SRAM0
1382,LOT_M10,W01,D0007,1.15,0.86,PASS,NA,March_RAW,SRAM_SRAM0
1383,LOT_M10,W01,D0007,1.15,0.93,PASS,NA,March_C_minus,SRAM_SRAM0
1384,LOT_M10,W01,D0007,1.15,0.99,PASS,NA,March_SS,SRAM_SRAM1
1385,LOT_M10,W01,D0007,1.15,1.05,PASS,NA,March_C_minus,SRAM_SRAM2
1386,LOT_M10,W01,D0007,1.15,1.12,PASS,NA,March_C_minus,SRAM_SRAM2
